date,AL,DZ,AO,AR,AU,AT,AZ,BS,BH,BD,BY,BE,BJ,BT,BO,BA,BR,BG,CA,CL,CO,CR,CI,HR,CY,CZ,DK,EC,EG,EE,FI,FR,GA,GE,DE,GR,GD,HN,HK,HU,IN,ID,IR,IQ,IE,IM,IL,IT,JP,JE,JO,KE,KW,LA,LV,LB,LT,LU,MW,MY,MV,MX,MD,MN,ME,MA,MM,NA,NP,NL,NZ,NI,NG,MK,NO,OM,PK,PS,PA,PG,PY,PE,PH,PL,PT,QA,RO,RU,WS,SA,SN,RS,SG,SK,SI,ZA,KR,ES,LK,SE,CH,TW,TZ,TH,TN,TR,UG,UA,AE,GB,US,UY,VE,VN,YE
2022-04-01,0,0,0,14,5,0,0,0,0,0,0,15,0,0,0,0,10,0,9,0,0,0,0,0,0,0,34,0,22,0,0,0,0,0,61,9,0,0,0,0,5,0,0,0,0,0,34,26,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,12,0,0,0,0,0,21,23,20,0,33,51,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,12,18,0,54,72,0
2022-05-01,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,62,25,0,0,0,0,0,25,0,0,0,0,0,4,23,0,0,0,0,37,14,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,25,0,0,0,0,0,0,0,0,0,8,17,0,69,0,0
2022-06-01,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,30,0,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,4,29,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0
2022-07-01,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,29,0,0,24,0,0,25,9,0,0,0,0,4,22,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,23,24,0,23,0,0,0,0,0,0,0,0,8,0,12,10,22,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0
2022-08-01,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,55,0,0,0,0,30,19,0,0,43,10,0,0,0,0,5,24,0,0,19,0,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,20,0,0,0,0,0,0,13,0,0,0,0,0,21,34,15,0,31,0,0,0,0,0,0,0,0,11,0,23,0,37,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0
2022-09-01,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,40,10,0,0,0,0,4,20,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,100,29,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,17,25,19,0,29,0,0,0,0,0,0,0,0,13,0,12,0,28,0,0,0,51,0,24,0,0,0,11,19,0,0,0,0
2022-10-01,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,19,0,0,0,0,0,0,0,0,0,0,22,0,0,35,0,0,0,0,0,4,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,29,14,0,0,0,0,0,0,0,0,0,0,11,0,16,0,23,0,0,0,0,0,30,0,0,0,11,16,0,0,0,0
2022-11-01,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,23,0,0,0,0,0,0,0,23,0,0,17,0,0,33,10,0,0,0,0,4,23,100,0,0,0,0,29,0,0,0,0,0,0,74,0,0,0,0,18,0,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,18,34,22,0,24,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,27,0,0,0,13,19,0,0,0,0
2022-12-01,0,0,0,10,4,0,0,0,0,16,0,18,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,0,5,17,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,22,0,16,0,0,0,0,0,0,0,12,0,0,0,60,0,0,9,0,0,0,0,0,19,29,18,0,35,56,0,28,0,0,0,0,0,11,0,23,0,31,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0
2023-01-01,0,42,0,16,5,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,13,0,0,0,0,4,28,0,0,0,0,0,21,0,0,71,0,0,0,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,20,30,17,0,0,73,0,0,0,0,0,44,0,13,0,18,11,22,0,0,0,0,0,24,0,0,0,8,18,0,0,0,0
2023-02-01,0,47,0,18,6,0,0,0,0,0,0,0,100,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,41,9,0,0,0,0,5,31,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,25,41,15,0,26,0,0,0,0,25,29,0,0,11,29,26,0,28,0,0,0,0,0,23,0,0,0,16,25,0,0,0,0
2023-03-01,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,72,13,0,12,0,0,0,0,0,0,0,0,0,28,0,0,25,0,0,45,10,0,0,0,0,6,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,47,0,0,18,0,10,0,0,0,0,0,0,0,19,0,0,0,0,36,0,14,0,0,0,0,0,18,41,12,100,30,0,0,0,0,23,0,0,0,12,0,12,0,0,0,0,0,0,0,31,0,0,0,12,22,0,0,0,0
2023-04-01,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,36,13,0,0,0,0,5,40,0,0,16,0,0,37,0,0,74,0,0,0,0,0,0,0,0,29,0,18,0,0,0,63,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,0,19,36,0,0,24,0,0,0,0,22,0,0,0,14,0,15,0,30,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0
2023-05-01,0,0,0,18,5,0,0,0,0,13,0,19,0,0,0,0,11,0,11,18,0,0,0,0,0,0,0,0,28,0,0,24,0,0,48,0,0,0,0,0,5,27,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,21,32,13,0,31,0,0,0,0,29,0,0,0,0,0,18,11,26,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0
2023-06-01,0,0,0,15,7,0,0,0,0,15,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,38,0,0,35,0,0,16,0,0,43,10,0,0,0,0,5,33,0,0,0,0,0,22,0,0,68,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,21,37,16,0,25,0,0,0,0,0,0,0,0,11,0,20,0,25,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0
2023-07-01,0,0,0,20,5,0,0,0,0,13,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,40,0,30,24,0,0,37,0,0,0,0,42,5,29,0,0,0,0,0,28,0,0,64,0,0,0,0,0,0,66,0,32,0,17,0,0,0,63,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,0,23,37,20,0,30,0,0,0,0,27,0,0,0,8,0,17,0,25,0,0,0,0,0,36,100,0,0,12,23,0,0,0,0
2023-08-01,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,13,70,16,16,0,0,0,0,0,0,0,0,49,0,0,20,0,0,46,9,0,0,0,0,5,32,0,0,0,0,0,40,0,0,100,0,0,0,0,0,0,0,0,18,0,22,0,0,0,60,0,0,0,21,12,0,0,0,0,0,13,0,0,0,0,0,23,41,13,0,37,0,0,0,0,23,0,0,0,11,0,11,0,21,0,0,0,0,0,35,63,0,0,12,23,0,0,0,0
2023-09-01,0,46,0,13,6,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,0,0,0,0,4,16,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,32,0,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,0,22,34,27,0,41,82,0,0,0,31,0,57,0,9,0,19,11,21,0,0,0,0,0,38,0,0,0,13,27,0,0,0,0
2023-10-01,0,39,0,10,5,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,29,0,0,26,0,0,51,0,0,0,0,57,6,32,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,29,0,23,0,0,0,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,25,29,16,0,30,0,0,0,0,0,0,0,0,14,0,29,10,28,0,0,0,0,0,0,0,0,0,12,22,0,73,0,0
2023-11-01,0,0,0,17,8,0,0,0,0,18,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,52,0,0,28,0,0,26,0,0,44,0,0,0,0,0,5,20,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,25,34,20,0,37,0,0,0,0,0,0,0,0,12,0,20,12,27,0,0,0,0,0,42,0,0,0,12,24,0,58,0,100
2023-12-01,0,0,0,17,7,0,0,0,0,15,0,0,0,0,0,0,18,0,15,0,0,0,0,30,0,42,0,0,0,0,0,32,0,0,79,16,0,0,0,0,7,38,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,28,35,19,0,48,0,0,0,0,22,0,0,0,22,0,22,0,23,0,0,0,0,0,41,0,0,0,14,26,0,0,0,0
2024-01-01,0,0,0,20,6,0,0,0,0,0,0,24,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,40,9,0,0,0,52,6,28,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,0,0,0,27,44,15,0,47,73,0,0,0,32,0,0,0,11,0,26,13,0,0,0,0,0,0,35,0,0,16,13,25,0,0,0,0
2024-02-01,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,16,0,9,28,33,0,0,0,0,0,0,0,0,0,0,33,0,0,55,12,0,0,0,0,6,40,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,23,0,0,0,0,33,0,10,0,0,0,0,0,19,41,16,0,56,0,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,50,0,0,0,14,25,0,0,0,0
2024-03-01,0,51,0,11,9,0,0,0,0,24,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,33,0,46,0,0,30,0,0,47,20,0,0,0,0,7,45,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,30,32,35,0,37,0,0,42,0,0,0,0,0,11,0,17,0,22,0,0,0,0,0,33,0,0,20,16,23,0,0,0,0
2024-04-01,0,0,0,19,9,0,0,0,0,16,0,21,0,0,0,0,16,0,10,19,0,0,0,0,0,44,0,0,31,0,0,31,0,0,55,0,0,0,0,0,7,33,0,0,23,0,47,38,0,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,0,0,0,0,0,24,13,0,0,0,0,0,19,0,0,0,0,0,24,42,31,0,30,0,0,0,0,27,0,0,0,13,0,29,14,0,0,0,0,0,0,36,0,0,0,14,24,0,0,0,0
2024-05-01,0,0,0,20,7,0,0,100,0,20,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,44,0,0,21,0,0,67,11,0,0,0,0,8,35,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,0,30,56,17,0,46,100,0,0,0,29,0,0,0,18,0,27,0,41,0,0,0,0,0,55,0,0,0,17,24,0,0,0,0
2024-06-01,0,0,0,0,9,0,0,0,0,24,0,17,0,0,0,0,15,0,17,0,0,0,0,0,0,56,0,0,42,0,0,34,0,0,71,0,0,0,0,0,9,40,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,19,0,0,0,0,0,33,51,23,0,0,0,0,0,0,0,0,0,0,21,0,20,14,0,0,0,0,0,0,58,0,0,21,17,26,0,0,0,0
2024-07-01,0,0,0,15,8,0,0,0,0,17,0,0,0,0,0,0,20,0,9,24,0,0,0,0,0,63,0,0,55,0,0,28,0,0,64,11,0,0,0,0,8,43,0,71,0,0,50,32,0,0,0,0,100,0,0,0,67,0,0,35,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,24,47,27,0,42,76,0,0,0,33,0,0,0,14,0,18,0,26,0,0,0,0,0,28,0,0,19,15,27,0,0,0,0
2024-08-01,0,0,0,16,9,0,0,0,0,20,0,19,0,0,0,0,22,0,15,30,0,0,0,0,0,0,0,0,42,0,0,50,0,0,64,13,0,0,0,0,9,43,0,0,0,0,0,62,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,27,0,31,0,16,0,0,0,0,0,30,55,27,0,52,0,0,0,0,34,30,0,0,15,0,27,0,35,0,0,0,0,0,52,0,0,0,16,26,0,0,75,0
2024-09-01,0,0,0,16,7,0,0,0,0,14,0,0,0,0,0,0,19,0,15,0,0,0,0,36,0,0,0,0,51,0,0,25,0,0,49,0,0,0,0,0,9,56,0,100,21,0,0,46,0,0,0,0,0,0,0,0,100,0,0,34,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,14,0,0,0,0,0,22,49,22,0,34,0,0,0,0,0,0,0,0,14,0,24,0,23,0,0,0,0,0,46,0,0,25,17,25,0,0,0,0
2024-10-01,0,0,0,20,9,79,0,0,0,0,0,0,0,0,0,0,21,0,15,19,0,0,0,0,0,49,0,0,41,0,27,41,0,0,83,0,0,0,0,60,10,37,0,0,0,0,0,54,0,0,0,0,0,0,0,0,67,0,0,32,0,21,0,0,0,0,0,0,0,25,0,0,0,0,28,0,21,0,0,0,0,0,34,38,20,0,45,0,0,0,0,31,0,0,0,13,0,23,0,47,0,0,0,0,0,35,0,0,19,16,30,0,0,0,0
2024-11-01,0,41,100,37,8,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,72,0,44,0,55,34,0,65,0,0,29,0,0,88,12,0,0,0,53,10,45,0,0,0,0,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,0,0,0,0,0,31,70,34,0,40,78,86,44,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,61,0,0,0,16,27,0,0,0,0
2024-12-01,0,0,0,29,8,0,0,0,0,0,0,25,0,0,0,0,23,0,19,0,0,0,55,0,0,0,0,0,0,0,0,38,0,0,59,12,0,0,0,66,10,69,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,19,0,0,0,0,0,34,45,23,0,51,0,0,35,0,41,0,0,0,21,0,24,20,22,82,0,0,0,0,49,0,0,21,13,27,0,0,0,0
2025-01-01,0,61,0,27,7,0,0,0,0,0,0,0,0,0,0,0,24,86,15,0,0,0,0,0,0,47,0,0,29,0,0,36,0,0,100,13,0,0,0,0,10,69,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,31,0,15,0,0,0,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,0,34,42,31,0,62,80,0,0,0,0,56,0,0,16,0,26,15,0,0,0,0,74,0,52,0,0,0,17,32,0,0,0,0
2025-02-01,0,0,0,22,9,0,0,0,0,22,0,30,0,0,0,0,19,0,18,0,0,0,0,0,0,0,31,0,0,0,0,52,0,0,64,0,0,0,0,0,9,48,0,0,22,0,0,54,0,0,0,0,0,0,0,0,0,0,0,47,0,23,0,0,0,0,0,0,0,22,0,0,0,0,31,0,18,0,0,0,0,0,27,56,32,0,73,0,0,41,0,43,0,0,0,20,0,27,0,40,0,0,0,0,0,56,0,0,0,20,31,0,0,0,0
2025-03-01,0,48,0,18,6,0,0,0,0,18,0,25,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,66,0,0,31,0,0,60,14,0,0,0,0,11,43,0,74,0,0,50,65,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19,0,0,0,0,0,29,63,23,0,32,0,0,0,0,46,0,0,0,21,0,39,14,38,0,0,0,0,0,42,0,0,18,15,29,0,0,0,0
2025-04-01,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,21,0,16,25,0,0,0,0,0,0,0,0,52,0,0,30,0,0,81,0,0,0,0,0,10,50,0,0,0,0,48,42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,19,0,0,0,0,0,36,81,26,0,45,0,0,0,0,0,0,0,0,15,0,28,0,44,0,0,0,0,0,74,0,0,0,20,34,0,0,0,0
2025-05-01,0,0,0,16,9,0,0,0,0,19,0,0,0,0,0,0,20,0,14,0,0,0,0,0,0,49,0,0,30,0,28,27,0,0,59,18,0,0,0,51,10,69,0,0,22,0,51,54,0,0,0,0,0,0,0,0,0,0,0,34,0,15,0,0,0,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,0,32,50,26,0,35,0,0,32,0,0,32,0,0,22,0,21,0,45,0,0,0,62,0,56,0,85,0,15,31,0,0,0,0
2025-06-01,0,0,0,27,9,0,0,0,0,29,0,0,0,0,0,0,24,0,15,20,0,0,0,0,0,0,0,0,64,0,36,27,0,0,84,13,0,0,0,0,12,34,0,0,23,0,53,45,0,0,0,34,0,0,0,100,67,0,0,49,0,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,17,0,0,0,0,0,38,66,21,0,51,82,0,49,0,34,0,0,0,15,0,34,19,0,0,0,0,0,0,65,95,0,0,14,33,0,0,0,0
2025-07-01,0,51,0,20,9,0,100,0,0,0,0,0,0,0,0,0,24,0,12,0,40,100,0,0,0,0,0,0,43,0,0,42,0,0,46,0,0,0,0,0,9,51,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,30,0,14,0,0,0,0,0,0,0,27,0,0,0,0,0,0,21,0,0,0,0,0,30,47,22,0,46,0,0,0,0,40,0,0,0,12,0,31,0,0,0,0,0,0,0,76,0,0,0,14,34,0,0,0,0
2025-08-01,0,0,0,20,7,0,0,0,0,14,0,0,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,55,0,30,42,0,0,71,0,0,0,0,0,9,27,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,91,0,0,0,25,0,0,0,0,37,0,19,0,0,0,0,0,29,60,16,0,58,0,0,0,0,30,0,0,0,16,0,32,0,40,0,0,0,0,0,78,0,0,0,14,29,0,0,99,0
2025-09-01,0,45,0,0,8,0,0,0,0,0,0,19,0,0,0,0,17,0,15,0,26,0,0,36,0,0,0,0,100,0,0,26,0,0,53,0,0,0,0,0,9,23,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,33,0,13,0,0,0,0,0,0,0,24,0,0,0,0,28,0,15,73,0,0,0,0,37,60,18,0,53,0,0,0,0,33,42,0,0,16,0,25,0,28,0,0,0,0,0,59,0,0,0,16,31,0,0,0,0
2025-10-01,0,0,0,21,10,0,0,0,0,18,0,0,0,0,0,0,18,0,15,20,0,0,0,42,0,0,0,0,63,0,0,34,0,0,70,0,0,0,0,0,10,32,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,57,0,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,14,0,100,0,0,0,39,51,18,0,68,0,0,43,54,27,69,0,0,17,0,30,14,0,0,0,0,62,0,68,0,87,0,17,28,0,0,0,0
2025-11-01,0,0,0,34,10,0,0,0,0,23,0,0,0,0,0,0,20,0,14,0,31,0,0,0,0,0,0,0,62,0,0,60,0,0,92,12,0,0,0,0,9,42,0,65,0,0,0,49,0,0,0,0,0,0,0,0,65,0,0,54,0,19,0,0,0,0,0,0,0,25,0,0,0,0,0,0,21,0,0,0,0,0,40,63,31,0,49,81,0,49,0,38,0,0,0,17,0,34,13,25,0,0,0,0,0,85,0,0,39,18,36,0,0,0,0
2025-12-01,0,41,0,21,8,0,0,0,0,17,100,24,0,0,0,0,15,100,14,0,0,0,0,0,0,56,0,0,65,0,0,49,0,0,69,0,0,100,0,0,10,58,0,0,0,0,0,55,67,0,0,0,0,0,0,0,0,0,0,30,0,33,0,0,0,0,0,0,0,27,20,0,0,0,0,0,18,0,0,0,0,0,46,62,28,0,72,86,0,33,0,0,0,0,0,22,0,22,0,54,0,0,0,0,0,47,0,0,24,17,37,0,0,0,0
